"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Gender","Age","Qualification","Value","Value_type","Denominator","Numerator","Upper 95% C.I.","Lower 95% C.I."
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","85.4","%","3297740","2814711.5","86.1","84.6"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","79","%","2768515","2186184.5","79.8","78.1"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","65.1","%","98988","64407","74.8","55.4"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","62.5","%","58702","36666.5","77","47.9"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","64.8","%","226178","146648","71.5","58.2"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","77.9","%","2996329","2334186.5","78.8","77"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","75.9","%","1726351","1309947","77.1","74.7"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","72","%","81110","58415","82.7","61.4"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","65.4","%","166475","108805","73.3","57.4"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","75","%","1892826","1418752","76.1","73.8"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","81.8","%","1011841","827939","83.2","80.4"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","86.8","%","152576","132388","92.6","80.9"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","78.2","%","63246","49438","89.9","66.4"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","77.4","%","56556","43794","88.9","65.9"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","81.8","%","287903","235523","86.7","76.9"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Other qualifications","81.9","%","1303491","1067145","83.1","80.6"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","52","%","1108754","576684","53.7","50.3"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","58.6","%","120602","70681","68","49.2"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","51.8","%","214366","111131","59.1","44.6"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","No qualifications","52","%","1324079","688567","53.6","50.4"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","54.8","%","36180","19843","64.3","45.4"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","Unknown","47.5","%","48662","23134","56.2","38.9"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","82.3","%","16217835","13348798","82.7","82"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","75.7","%","257155","194539","81.4","69.9"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","83.3","%","1300408","1083175","85.5","81"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","74.1","%","517256","383193","78.4","69.7"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","79.3","%","416991","330613","83.8","74.8"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","79.9","%","2491810","1991520","81.7","78.2"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Male","16-64","All","82","%","18727547","15352694","82.3","81.6"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","84.7","%","7399599","6270574","85.2","84.3"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","88.6","%","153567","135998","93.8","83.3"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","73.7","%","651568","479918","77.2","70.1"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","80.6","%","385889","311136","85.1","76.2"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","76.2","%","262754","200234","81.7","70.7"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","77.5","%","1453778","1127286","79.8","75.2"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","83.6","%","8859808","7403921","84","83.1"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","79.6","%","2648708.5","2107867.5","80.4","78.7"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","68.9","%","134836.5","92842","77.1","60.6"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","72.8","%","84554.5","61561","83.3","62.3"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","71.4","%","300194.5","214306","76.9","65.9"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","78.8","%","2950331","2323514.5","79.6","77.9"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","70.1","%","2739952.5","1921503.5","71.1","69.2"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","46.8","%","119433.5","55887","55.9","37.7"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","59.3","%","80514.5","47714","71.3","47.2"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","52","%","259082.5","134786","58.4","45.6"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","68.6","%","3000130","2057009.5","69.5","67.6"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","63.6","%","1586376","1008579","64.9","62.3"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","44","%","81368","35767","54.9","33.1"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","47","%","163181","76723","55.1","39"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","62","%","1750121","1085302","63.3","60.8"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","72","%","672863","484411","73.9","70.1"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","56","%","145769","81686","64.3","47.8"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","66.1","%","67479","44608","78.8","53.4"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","49","%","64513","31610","61.9","36.1"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","57.9","%","295669","171068","63.8","51.9"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Other qualifications","67.7","%","970528","656607","69.4","65.9"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","39.1","%","909748","355403","40.8","37.4"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","23.3","%","129094","30134","30.7","16"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","39.2","%","55576","21789","53.8","24.6"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","22.9","%","40948","9357","35.4","10.3"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","27.8","%","234281","65060","33.7","21.9"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","No qualifications","36.8","%","1144491","420621","38.3","35.2"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","76.1","%","15981390","12158164","76.4","75.7"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","76.5","%","281152","215122","81.7","71.3"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","61.5","%","1262912","776234","64.2","58.7"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","71","%","719846","510875","74.7","67.2"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","64.2","%","447576","287297","68.9","59.5"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","66","%","2711486","1789528","67.9","64.1"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","Female","16-64","All","74.6","%","18709620","13957100","75","74.2"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","86.8","%","13919654","12085328","87.1","86.5"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","90","%","273100","245702","93.8","86.1"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","82.8","%","1372450","1136176","85","80.6"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","80.8","%","644238","520745","84.3","77.3"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","81.7","%","502753","410505","85.4","77.9"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","82.8","%","2792541","2313128","84.4","81.3"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","86.2","%","16724228","14410119","86.5","85.9"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","82.9","%","5694847.5","4721314","83.5","82.3"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","80.1","%","87308.5","69942.5","89.3","70.9"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","74.3","%","257560.5","191345","80.1","68.5"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","74.9","%","137248.5","102822.5","83.1","66.8"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","74","%","68166","50476","85.6","62.5"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","75.3","%","550283.5","414586","79.3","71.4"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 3","82.2","%","6248071","5138226","82.8","81.7"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","74.6","%","5508467.5","4107688","75.2","73.9"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","57.9","%","71892.5","41656.5","69.3","46.6"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","55.1","%","218421.5","120294","61.8","48.3"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","60.6","%","139216.5","84380.5","69.9","51.3"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","63","%","55730","35103","77","49"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","58","%","485260.5","281434","62.6","53.3"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Level 2","73.2","%","5996459","4391196","73.9","72.6"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","70","%","3312727","2318526","70.9","69.1"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","58","%","162478","94182","65.9","50"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","57","%","89871","51183","68.4","45.5"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","56.3","%","329656","185528","62.1","50.5"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","NQF Below Level 2","68.7","%","3642947","2504054","69.6","67.9"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","77.9","%","1684704","1312350","79","76.8"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","71.8","%","298345","214074","77.2","66.4"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","71.9","%","130725","94046","80.7","63.2"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","62.3","%","121069","75404","71.4","53.2"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","69.7","%","583572","406591","73.7","65.7"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Other qualifications","75.8","%","2274019","1723752","76.9","74.7"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","46.2","%","2018502","932087","47.4","45"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","40.4","%","249696","100815","46.7","34.1"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","43.8","%","92647","40592","55.1","32.6"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","32.6","%","81386","26513","43.4","21.8"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","39.3","%","448647","176191","44","34.5"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","No qualifications","44.9","%","2468570","1109188","46.1","43.8"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","49.2","%","60323","29669","56.4","42"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","Unknown","40.1","%","82873","33259","46.5","33.7"
"% in employment","White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","79.2","%","32199225","25506962","79.5","79"
"% in employment","Mixed","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","76.1","%","538307","409661","79.9","72.3"
"% in employment","Asian or Asian British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","72.5","%","2563320","1859409","74.4","70.7"
"% in employment","Black or Black British","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","72.3","%","1237102","894068","75.1","69.4"
"% in employment","Other","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","71.5","%","864567","617910","74.8","68.2"
"% in employment","Other than White","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","72.7","%","5203296","3781048","74","71.3"
"% in employment","Unknown","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2020","Year","England, Scotland & Wales","All","16-64","All","78.3","%","37437167","29309794","78.5","78"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","89.4","%","6576851","5879650","89.8","89"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","91","%","123508","112344","96.8","85.1"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","91","%","743170","676575","93.4","88.7"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","88.8","%","276532","245423","93.3","84.3"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","88.6","%","257448","228069","93.1","84.1"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","90.1","%","1400658","1262411","92","88.3"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 4 and above","89.5","%","7984927","7147976","89.9","89.1"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","85.4","%","2943554.5","2513193.5","86.1","84.6"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","81.7","%","122070","99782.5","89.3","74.2"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","80.1","%","255115","204250.5","85.6","74.5"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 3","85","%","3199355","2717802.5","85.7","84.2"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","78","%","2687362.5","2096547.5","78.9","77.1"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","69.1","%","102423","70809.5","79","59.2"
"% in employment","Black or Black British","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","67.6","%","222540","150453.5","74.5","60.7"
"% in employment","Unknown","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Level 2","77.2","%","2911976","2249074.5","78.1","76.3"
"% in employment","White","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","74.9","%","1699539","1273524","76.2","73.7"
"% in employment","Mixed","ONS 5+1","2021","Year","England, Scotland & Wales","Male","16-64","NQF Below Level 2","?","%","?","?","?","?"
