"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Gender","Age","Qualification","Value","Value_type","Denominator","Numerator","Upper 95% C.I.","Lower 95% C.I."
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","No qualifications","55.8","%","1567721","874367","57","54.5"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","62.7","%","45531","28527","69.8","55.5"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","Unknown","60.6","%","51999","31530","67.4","53.8"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","83.4","%","16119634","13449936","83.7","83.1"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","79.9","%","222372","177712","84.8","75"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","83.8","%","1352390","1133660","85.6","82.1"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","77.9","%","568549","443144","81.1","74.8"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","81.3","%","427992","348022","84.8","77.9"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","81.8","%","2571303","2102538","83.1","80.4"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Male","16-64","All","83.2","%","18701645","15560768","83.5","82.9"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","85.3","%","6943590","5923961","85.7","84.9"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","82.8","%","122312","101304","88.8","76.9"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","74","%","626905","464101","77","71.1"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","81.6","%","340644","278127","85.4","77.9"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","73.7","%","250966","184951","78.6","68.8"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","76.7","%","1340827","1028483","78.7","74.7"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 4 and above","83.9","%","8289033","6956514","84.3","83.5"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","80.6","%","2581368","2081549.5","81.4","79.9"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","74.4","%","29359.5","21845.5","87.9","61"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","58.7","%","140210.5","82343.5","65.8","51.7"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","73.5","%","88854","65306.5","81.8","65.2"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","57.9","%","38988","22579","71.8","44.1"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","64.6","%","297412","192074.5","69.4","59.8"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 3","79","%","2879516","2273863","79.7","78.2"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","71.8","%","2818516","2024962.5","72.7","71"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","66","%","36666.5","24214.5","79","53.1"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","51.9","%","143093.5","74280.5","58.8","45"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","62.8","%","83479","52440.5","72.3","53.4"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","57.3","%","291172","166943.5","62.3","52.4"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Level 2","70.5","%","3111385","2192987","71.3","69.7"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","64.6","%","1687379","1090088","65.7","63.5"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","43.3","%","90027","38963","51.6","35"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","64.9","%","46317","30038","77.4","52.3"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","51.5","%","176578","91011","57.8","45.3"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","NQF Below Level 2","63.4","%","1864208","1181283","64.4","62.3"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","71.6","%","805692","576589","73.1","70"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","48.6","%","174104","84606","54.8","42.4"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","67.9","%","59518","40393","77.8","58"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","47.3","%","76299","36104","56.6","38"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","53.2","%","322854","171873","57.8","48.7"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Other qualifications","66.3","%","1129353","748565","67.7","64.9"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","41","%","1114237","456839","42.3","39.7"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","21.8","%","174352","37992","26.8","16.8"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","35.3","%","58250","20571","45.9","24.7"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","27","%","56980","15362","36.8","17.1"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","25.5","%","304233","77635","29.6","21.5"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","No qualifications","37.7","%","1419406","534796","38.9","36.5"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","49","%","33700","16523","57.5","40.6"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","Unknown","45.9","%","41256","18945","53.6","38.2"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","76.1","%","15984482","12170512","76.5","75.8"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","73.2","%","233032","170504","78.1","68.3"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","58","%","1350669","783235","60.2","55.8"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","71.8","%","679265","487590","74.8","68.7"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","60.8","%","475711","289113","64.6","56.9"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","63.2","%","2738677","1730442","64.7","61.6"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","Female","16-64","All","74.2","%","18734157","13906953","74.5","73.9"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","87.4","%","13013319","11378048","87.7","87.1"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","87.5","%","219656","192272","91.6","83.5"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","83.2","%","1289252","1072731","85","81.4"
"% in employment","Black or Black British","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","82.9","%","589944","489034","85.7","80.1"
"% in employment","Other","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","81.2","%","453024","367646","84.4","77.9"
"% in employment","Other than White","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","83.1","%","2551876","2121683","84.5","81.8"
"% in employment","Unknown","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","?","%","?","?","?","?"
"% in employment","All","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 4 and above","86.7","%","15573348","13507338","87","86.5"
"% in employment","White","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 3","83.8","%","5682190","4762579.5","84.3","83.3"
"% in employment","Mixed","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 3","78.3","%","72313.5","56597.5","86.9","69.6"
"% in employment","Asian or Asian British","ONS 5+1","2019","Year","England, Scotland & Wales","All","16-64","NQF Level 3","70.9","%","266149","188591","75.7","66"
