region,lo,sex,grp,det,yr,n
East Midlands,70,Female,Asian,Bangladeshi,2011,71
East Midlands,70,Female,Asian,Chinese,2011,137
East Midlands,70,Female,Asian,Indian,2011,2156
East Midlands,70,Female,Asian,Other Asian,2011,229
East Midlands,70,Female,Asian,Pakistani,2011,315
East Midlands,70,Female,Black,African,2011,86
East Midlands,70,Female,Black,Caribbean,2011,746
East Midlands,70,Female,Black,Other Black,2011,62
East Midlands,70,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,81
East Midlands,70,Female,Mixed,White and Asian,2011,40
East Midlands,70,Female,Mixed,White and Black African,2011,21
East Midlands,70,Female,Mixed,White and Black Caribbean,2011,116
East Midlands,70,Female,Other,Any other ethnic group,2011,109
East Midlands,70,Female,Other,Arab,2011,9
East Midlands,70,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,88130
East Midlands,70,Female,White,Gypsy or Irish Traveller,2011,23
East Midlands,70,Female,White,Irish,2011,1354
East Midlands,70,Female,White,Other White,2011,1086
East Midlands,70,Male,Asian,Bangladeshi,2011,89
East Midlands,70,Male,Asian,Chinese,2011,118
East Midlands,70,Male,Asian,Indian,2011,1919
East Midlands,70,Male,Asian,Other Asian,2011,211
East Midlands,70,Male,Asian,Pakistani,2011,338
East Midlands,70,Male,Black,African,2011,65
East Midlands,70,Male,Black,Caribbean,2011,694
East Midlands,70,Male,Black,Other Black,2011,44
East Midlands,70,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,45
East Midlands,70,Male,Mixed,White and Asian,2011,51
East Midlands,70,Male,Mixed,White and Black African,2011,13
East Midlands,70,Male,Mixed,White and Black Caribbean,2011,114
East Midlands,70,Male,Other,Any other ethnic group,2011,94
East Midlands,70,Male,Other,Arab,2011,18
East Midlands,70,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,82018
East Midlands,70,Male,White,Gypsy or Irish Traveller,2011,34
East Midlands,70,Male,White,Irish,2011,1175
East Midlands,70,Male,White,Other White,2011,742
East Midlands,75,Female,Asian,Bangladeshi,2011,46
East Midlands,75,Female,Asian,Chinese,2011,96
East Midlands,75,Female,Asian,Indian,2011,1489
East Midlands,75,Female,Asian,Other Asian,2011,144
East Midlands,75,Female,Asian,Pakistani,2011,256
East Midlands,75,Female,Black,African,2011,29
East Midlands,75,Female,Black,Caribbean,2011,519
East Midlands,75,Female,Black,Other Black,2011,24
East Midlands,75,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,49
East Midlands,75,Female,Mixed,White and Asian,2011,39
East Midlands,75,Female,Mixed,White and Black African,2011,8
East Midlands,75,Female,Mixed,White and Black Caribbean,2011,98
East Midlands,75,Female,Other,Any other ethnic group,2011,80
East Midlands,75,Female,Other,Arab,2011,5
East Midlands,75,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,74239
East Midlands,75,Female,White,Gypsy or Irish Traveller,2011,22
East Midlands,75,Female,White,Irish,2011,1107
East Midlands,75,Female,White,Other White,2011,981
East Midlands,75,Male,Asian,Bangladeshi,2011,51
East Midlands,75,Male,Asian,Chinese,2011,83
East Midlands,75,Male,Asian,Indian,2011,1262
East Midlands,75,Male,Asian,Other Asian,2011,120
East Midlands,75,Male,Asian,Pakistani,2011,244
East Midlands,75,Male,Black,African,2011,36
East Midlands,75,Male,Black,Caribbean,2011,570
East Midlands,75,Male,Black,Other Black,2011,36
East Midlands,75,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,32
East Midlands,75,Male,Mixed,White and Asian,2011,43
East Midlands,75,Male,Mixed,White and Black African,2011,5
East Midlands,75,Male,Mixed,White and Black Caribbean,2011,81
East Midlands,75,Male,Other,Any other ethnic group,2011,58
East Midlands,75,Male,Other,Arab,2011,10
East Midlands,75,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,63169
East Midlands,75,Male,White,Gypsy or Irish Traveller,2011,16
East Midlands,75,Male,White,Irish,2011,959
East Midlands,75,Male,White,Other White,2011,520
East Midlands,80,Female,Asian,Bangladeshi,2011,16
East Midlands,80,Female,Asian,Chinese,2011,52
East Midlands,80,Female,Asian,Indian,2011,908
East Midlands,80,Female,Asian,Other Asian,2011,74
East Midlands,80,Female,Asian,Pakistani,2011,135
East Midlands,80,Female,Black,African,2011,18
East Midlands,80,Female,Black,Caribbean,2011,325
East Midlands,80,Female,Black,Other Black,2011,14
East Midlands,80,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,39
East Midlands,80,Female,Mixed,White and Asian,2011,41
East Midlands,80,Female,Mixed,White and Black African,2011,9
East Midlands,80,Female,Mixed,White and Black Caribbean,2011,87
East Midlands,80,Female,Other,Any other ethnic group,2011,51
East Midlands,80,Female,Other,Arab,2011,5
East Midlands,80,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,60731
East Midlands,80,Female,White,Gypsy or Irish Traveller,2011,9
East Midlands,80,Female,White,Irish,2011,889
East Midlands,80,Female,White,Other White,2011,1023
East Midlands,80,Male,Asian,Bangladeshi,2011,21
East Midlands,80,Male,Asian,Chinese,2011,34
East Midlands,80,Male,Asian,Indian,2011,634
East Midlands,80,Male,Asian,Other Asian,2011,75
East Midlands,80,Male,Asian,Pakistani,2011,130
East Midlands,80,Male,Black,African,2011,14
East Midlands,80,Male,Black,Caribbean,2011,318
East Midlands,80,Male,Black,Other Black,2011,17
East Midlands,80,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,20
East Midlands,80,Male,Mixed,White and Asian,2011,23
East Midlands,80,Male,Mixed,White and Black African,2011,4
East Midlands,80,Male,Mixed,White and Black Caribbean,2011,76
East Midlands,80,Male,Other,Any other ethnic group,2011,44
East Midlands,80,Male,Other,Arab,2011,3
East Midlands,80,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,43051
East Midlands,80,Male,White,Gypsy or Irish Traveller,2011,11
East Midlands,80,Male,White,Irish,2011,542
East Midlands,80,Male,White,Other White,2011,600
East Midlands,85,Female,Asian,Bangladeshi,2011,5
East Midlands,85,Female,Asian,Chinese,2011,36
East Midlands,85,Female,Asian,Indian,2011,643
East Midlands,85,Female,Asian,Other Asian,2011,46
East Midlands,85,Female,Asian,Pakistani,2011,80
East Midlands,85,Female,Black,African,2011,3
East Midlands,85,Female,Black,Caribbean,2011,171
East Midlands,85,Female,Black,Other Black,2011,9
East Midlands,85,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,24
East Midlands,85,Female,Mixed,White and Asian,2011,45
East Midlands,85,Female,Mixed,White and Black African,2011,5
East Midlands,85,Female,Mixed,White and Black Caribbean,2011,61
East Midlands,85,Female,Other,Any other ethnic group,2011,47
East Midlands,85,Female,Other,Arab,2011,4
East Midlands,85,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,65197
East Midlands,85,Female,White,Gypsy or Irish Traveller,2011,9
East Midlands,85,Female,White,Irish,2011,685
East Midlands,85,Female,White,Other White,2011,901
East Midlands,85,Male,Asian,Bangladeshi,2011,11
East Midlands,85,Male,Asian,Chinese,2011,16
East Midlands,85,Male,Asian,Indian,2011,418
East Midlands,85,Male,Asian,Other Asian,2011,43
East Midlands,85,Male,Asian,Pakistani,2011,76
East Midlands,85,Male,Black,African,2011,13
East Midlands,85,Male,Black,Caribbean,2011,170
East Midlands,85,Male,Black,Other Black,2011,9
East Midlands,85,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,28
East Midlands,85,Male,Mixed,White and Asian,2011,13
East Midlands,85,Male,Mixed,White and Black African,2011,1
East Midlands,85,Male,Mixed,White and Black Caribbean,2011,40
East Midlands,85,Male,Other,Any other ethnic group,2011,43
East Midlands,85,Male,Other,Arab,2011,7
East Midlands,85,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,31686
East Midlands,85,Male,White,Gypsy or Irish Traveller,2011,9
East Midlands,85,Male,White,Irish,2011,320
East Midlands,85,Male,White,Other White,2011,792
East of England,0,Female,Asian,Bangladeshi,2011,1926
East of England,0,Female,Asian,Chinese,2011,695
East of England,0,Female,Asian,Indian,2011,3441
East of England,0,Female,Asian,Other Asian,2011,2078
East of England,0,Female,Asian,Pakistani,2011,4028
East of England,0,Female,Black,African,2011,3544
East of England,0,Female,Black,Caribbean,2011,660
East of England,0,Female,Black,Other Black,2011,881
East of England,0,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,2360
East of England,0,Female,Mixed,White and Asian,2011,3162
East of England,0,Female,Mixed,White and Black African,2011,1896
East of England,0,Female,Mixed,White and Black Caribbean,2011,3006
East of England,0,Female,Other,Any other ethnic group,2011,629
East of England,0,Female,Other,Arab,2011,494
East of England,0,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,137335
East of England,0,Female,White,Gypsy or Irish Traveller,2011,424
East of England,0,Female,White,Irish,2011,503
East of England,0,Female,White,Other White,2011,9257
East of England,0,Male,Asian,Bangladeshi,2011,1930
East of England,0,Male,Asian,Chinese,2011,768
East of England,0,Male,Asian,Indian,2011,3453
East of England,0,Male,Asian,Other Asian,2011,2369
East of England,0,Male,Asian,Pakistani,2011,4138
East of England,0,Male,Black,African,2011,3748
East of England,0,Male,Black,Caribbean,2011,692
East of England,0,Male,Black,Other Black,2011,945
East of England,0,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,2581
East of England,0,Male,Mixed,White and Asian,2011,3219
East of England,0,Male,Mixed,White and Black African,2011,1963
East of England,0,Male,Mixed,White and Black Caribbean,2011,3120
East of England,0,Male,Other,Any other ethnic group,2011,659
East of England,0,Male,Other,Arab,2011,528
East of England,0,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,144105
East of England,0,Male,White,Gypsy or Irish Traveller,2011,440
East of England,0,Male,White,Irish,2011,540
East of England,0,Male,White,Other White,2011,9752
East of England,5,Female,Asian,Bangladeshi,2011,1885
East of England,5,Female,Asian,Chinese,2011,697
East of England,5,Female,Asian,Indian,2011,2576
East of England,5,Female,Asian,Other Asian,2011,1954
East of England,5,Female,Asian,Pakistani,2011,3653
East of England,5,Female,Black,African,2011,3128
East of England,5,Female,Black,Caribbean,2011,715
East of England,5,Female,Black,Other Black,2011,697
East of England,5,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1688
East of England,5,Female,Mixed,White and Asian,2011,2339
East of England,5,Female,Mixed,White and Black African,2011,1257
East of England,5,Female,Mixed,White and Black Caribbean,2011,2572
East of England,5,Female,Other,Any other ethnic group,2011,467
East of England,5,Female,Other,Arab,2011,354
East of England,5,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,128933
East of England,5,Female,White,Gypsy or Irish Traveller,2011,396
East of England,5,Female,White,Irish,2011,506
East of England,5,Female,White,Other White,2011,5989
East of England,5,Male,Asian,Bangladeshi,2011,1959
East of England,5,Male,Asian,Chinese,2011,601
East of England,5,Male,Asian,Indian,2011,2790
East of England,5,Male,Asian,Other Asian,2011,2058
East of England,5,Male,Asian,Pakistani,2011,3690
East of England,5,Male,Black,African,2011,3161
East of England,5,Male,Black,Caribbean,2011,769
East of England,5,Male,Black,Other Black,2011,679
East of England,5,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1814
East of England,5,Male,Mixed,White and Asian,2011,2537
East of England,5,Male,Mixed,White and Black African,2011,1276
East of England,5,Male,Mixed,White and Black Caribbean,2011,2624
East of England,5,Male,Other,Any other ethnic group,2011,508
East of England,5,Male,Other,Arab,2011,350
East of England,5,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,136608
East of England,5,Male,White,Gypsy or Irish Traveller,2011,408
East of England,5,Male,White,Irish,2011,562
East of England,5,Male,White,Other White,2011,6312
East of England,10,Female,Asian,Bangladeshi,2011,1912
East of England,10,Female,Asian,Chinese,2011,991
East of England,10,Female,Asian,Indian,2011,2566
East of England,10,Female,Asian,Other Asian,2011,2082
East of England,10,Female,Asian,Pakistani,2011,3486
East of England,10,Female,Black,African,2011,3313
East of England,10,Female,Black,Caribbean,2011,1078
East of England,10,Female,Black,Other Black,2011,786
East of England,10,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1643
East of England,10,Female,Mixed,White and Asian,2011,2383
East of England,10,Female,Mixed,White and Black African,2011,1124
East of England,10,Female,Mixed,White and Black Caribbean,2011,3164
East of England,10,Female,Other,Any other ethnic group,2011,539
East of England,10,Female,Other,Arab,2011,275
East of England,10,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,171801
East of England,10,Female,White,Gypsy or Irish Traveller,2011,493
East of England,10,Female,White,Irish,2011,704
East of England,10,Female,White,Other White,2011,6074
East of England,10,Male,Asian,Bangladeshi,2011,2024
East of England,10,Male,Asian,Chinese,2011,976
East of England,10,Male,Asian,Indian,2011,2745
East of England,10,Male,Asian,Other Asian,2011,2272
East of England,10,Male,Asian,Pakistani,2011,3536
East of England,10,Male,Black,African,2011,3302
East of England,10,Male,Black,Caribbean,2011,1016
East of England,10,Male,Black,Other Black,2011,735
East of England,10,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,1743
East of England,10,Male,Mixed,White and Asian,2011,2472
East of England,10,Male,Mixed,White and Black African,2011,1119
East of England,10,Male,Mixed,White and Black Caribbean,2011,3177
East of England,10,Male,Other,Any other ethnic group,2011,584
East of England,10,Male,Other,Arab,2011,327
East of England,10,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,180786
East of England,10,Male,White,Gypsy or Irish Traveller,2011,485
East of England,10,Male,White,Irish,2011,734
East of England,10,Male,White,Other White,2011,6404
East of England,16,Female,Asian,Bangladeshi,2011,1008
East of England,16,Female,Asian,Chinese,2011,1463
East of England,16,Female,Asian,Indian,2011,1648
East of England,16,Female,Asian,Other Asian,2011,1460
East of England,16,Female,Asian,Pakistani,2011,2039
East of England,16,Female,Black,African,2011,2337
East of England,16,Female,Black,Caribbean,2011,848
East of England,16,Female,Black,Other Black,2011,442
East of England,16,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1035
East of England,16,Female,Mixed,White and Asian,2011,1203
East of England,16,Female,Mixed,White and Black African,2011,472
East of England,16,Female,Mixed,White and Black Caribbean,2011,1945
East of England,16,Female,Other,Any other ethnic group,2011,413
East of England,16,Female,Other,Arab,2011,233
East of England,16,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,116810
East of England,16,Female,White,Gypsy or Irish Traveller,2011,287
East of England,16,Female,White,Irish,2011,512
East of England,16,Female,White,Other White,2011,4473
East of England,16,Male,Asian,Bangladeshi,2011,1104
East of England,16,Male,Asian,Chinese,2011,1346
East of England,16,Male,Asian,Indian,2011,1792
East of England,16,Male,Asian,Other Asian,2011,1814
East of England,16,Male,Asian,Pakistani,2011,2132
East of England,16,Male,Black,African,2011,2353
East of England,16,Male,Black,Caribbean,2011,868
East of England,16,Male,Black,Other Black,2011,435
East of England,16,Male,Mixed,Other Mixed or Multiple ethnic groups,2011,958
East of England,16,Male,Mixed,White and Asian,2011,1312
East of England,16,Male,Mixed,White and Black African,2011,516
East of England,16,Male,Mixed,White and Black Caribbean,2011,2026
East of England,16,Male,Other,Any other ethnic group,2011,500
East of England,16,Male,Other,Arab,2011,235
East of England,16,Male,White,"English, Welsh, Scottish, Northern Irish or British",2011,124095
East of England,16,Male,White,Gypsy or Irish Traveller,2011,277
East of England,16,Male,White,Irish,2011,561
East of England,16,Male,White,Other White,2011,4347
East of England,20,Female,Asian,Bangladeshi,2011,1422
East of England,20,Female,Asian,Chinese,2011,2613
East of England,20,Female,Asian,Indian,2011,2767
East of England,20,Female,Asian,Other Asian,2011,2073
East of England,20,Female,Asian,Pakistani,2011,2684
East of England,20,Female,Black,African,2011,2634
East of England,20,Female,Black,Caribbean,2011,930
East of England,20,Female,Black,Other Black,2011,336
East of England,20,Female,Mixed,Other Mixed or Multiple ethnic groups,2011,1206
East of England,20,Female,Mixed,White and Asian,2011,1265
East of England,20,Female,Mixed,White and Black African,2011,439
East of England,20,Female,Mixed,White and Black Caribbean,2011,1863
East of England,20,Female,Other,Any other ethnic group,2011,700
East of England,20,Female,Other,Arab,2011,342
East of England,20,Female,White,"English, Welsh, Scottish, Northern Irish or British",2011,138540
East of England,20,Female,White,Gypsy or Irish Traveller,2011,295
